65.270815  76.783163  90.130052     76.783163  77.394676
53.874906  9.495716  57.816963     53.874906  40.395862
79.455111  14.721655  26.507287     26.507287  40.228018
90.352635  98.887756  56.020919     90.352635  81.753770
57.872919  90.653622  78.724719     78.724719  75.750420
4.424529  10.203388  35.853425     10.203388  16.827114
31.758092  53.761222  85.417754     53.761222  56.979023
39.663397  10.185338  53.248235     39.663397  34.365657
51.700802  56.688031  8.902171     51.700802  39.097002
3.450066  62.716465  14.570670     14.570670  26.912400
61.440136  23.485837  81.056068     61.440136  55.327347
12.515973  95.106351  84.858962     84.858962  64.160428
25.696536  25.124912  44.987645     25.696536  31.936365
15.206354  95.937219  65.113949     65.113949  58.752508
45.282715  49.947532  10.312467     45.282715  35.180905
6.964713  53.340591  88.806220     53.340591  49.703841
84.055724  36.489348  82.860309     82.860309  67.801793
30.718551  9.882679  1.508482     9.882679  14.036571
52.633796  12.595085  39.598651     39.598651  34.942511
75.347119  53.884429  42.812076     53.884429  57.347875
10.547374  40.208117  46.959875     40.208117  32.571789
90.013144  92.101836  83.682504     90.013144  88.599161
25.672297  71.871301  79.362788     71.871301  58.968795
47.584604  24.810237  30.838810     30.838810  34.411217
17.056134  19.921990  31.220525     19.921990  22.732883
86.837517  49.715398  61.987410     61.987410  66.180108
26.049729  51.458440  7.212848     26.049729  28.240339
29.851151  89.153665  46.365422     46.365422  55.123413
56.738352  21.215593  39.845745     39.845745  39.266563
67.816915  48.297927  65.467207     65.467207  60.527350
9.812558  39.706548  83.268069     39.706548  44.262392
41.978855  1.009193  66.926900     41.978855  36.638316
31.140911  21.956018  86.160007     31.140911  46.418979
15.415895  77.721798  45.646768     45.646768  46.261487
53.065620  45.114024  93.051236     53.065620  63.743627
13.906866  28.454971  29.163879     28.454971  23.841905
93.392154  41.369677  20.873833     41.369677  51.878555
46.049099  67.530032  21.305189     46.049099  44.961440
79.833692  7.533641  28.721018     28.721018  38.696117
97.910481  68.727144  3.667295     68.727144  56.768307
42.277690  80.267688  49.675063     49.675063  57.406814
94.425528  61.189887  97.697601     94.425528  84.437672
13.032792  70.584338  78.719747     70.584338  54.112292
95.433094  54.178068  20.338753     54.178068  56.649972
63.261924  1.741613  24.631499     24.631499  29.878345
53.345052  37.549147  12.718112     37.549147  34.537437
10.146479  15.953536  94.858963     15.953536  40.319659
65.761595  52.954655  46.006182     52.954655  54.907477
15.072677  89.664908  97.360722     89.664908  67.366102
54.134045  62.088666  68.858499     62.088666  61.693737
