1.810035  43.514147  74.893492     43.514147  40.072558
23.800926  31.562083  10.141108     23.800926  21.834705
98.716201  56.419194  26.834531     26.834531  60.656642
7.099588  29.295935  6.335746     7.099588  14.243756
92.816844  29.388190  10.691328     10.691328  44.298787
24.260916  97.392809  97.377760     97.377760  73.010495
49.446911  51.702204  96.967493     51.702204  66.038870
74.206949  77.853741  70.852197     74.206949  74.304296
83.061838  25.418804  60.141589     60.141589  56.207410
19.350585  48.966214  1.817991     19.350585  23.378263
12.329059  15.261250  43.829665     15.261250  23.806658
98.960252  70.038876  57.425331     57.425331  75.474820
17.911908  68.295173  94.349792     68.295173  60.185624
69.328723  26.518548  89.473477     89.473477  61.773583
44.734828  45.558189  90.637332     45.558189  60.310117
73.261425  86.311742  67.026641     73.261425  75.533269
88.396464  10.552819  81.484927     81.484927  60.144737
1.045376  21.447564  72.037641     21.447564  31.510194
97.035371  4.930592  38.544134     38.544134  46.836699
80.863711  10.078999  71.295618     71.295618  54.079443
87.990001  59.399005  27.245996     27.245996  58.211667
5.051059  55.452044  41.509470     41.509470  34.004191
50.963350  34.843051  17.916322     17.916322  34.574241
24.650737  46.529133  74.941167     46.529133  48.707012
61.463318  82.134937  6.954664     61.463318  50.184306
