63.225538  47.903039  24.374898     47.903039  45.167825
84.309287  90.247883  65.820938     84.309287  80.126036
2.583982  80.846582  66.897822     66.897822  50.109462
57.569319  86.785628  13.818753     57.569319  52.724567
37.648569  75.102422  39.584257     39.584257  50.778416
25.690191  11.732739  53.615251     25.690191  30.346060
62.142926  15.913155  20.103666     20.103666  32.719916
55.985258  67.141976  37.002453     55.985258  53.376563
88.608857  29.265609  74.124146     74.124146  63.999537
94.345595  18.025084  56.089391     56.089391  56.153356
82.052447  71.451919  85.747530     82.052447  79.750632
54.593233  51.724705  9.257202     51.724705  38.525047
81.152627  14.145080  75.480011     75.480011  56.925906
75.375212  7.795765  53.300077     53.300077  45.490351
29.710448  48.541435  96.340760     48.541435  58.197548
90.095585  91.874010  22.283195     90.095585  68.084264
37.698788  87.319646  30.669935     37.698788  51.896123
88.202606  51.419765  12.910516     51.419765  50.844296
13.714104  19.821223  95.174104     19.821223  42.903144
58.946174  63.808672  7.590282     58.946174  43.448376
7.173640  3.899049  86.764999     7.173640  32.612563
72.814755  11.274212  52.260489     52.260489  45.449819
59.390318  49.984774  21.424095     49.984774  43.599729
51.154236  42.423969  95.118325     51.154236  62.898843
94.762853  12.710002  15.026465     15.026465  40.833107
1.338449  84.824427  78.137380     78.137380  54.766752
29.984073  50.747366  95.879396     50.747366  58.870278
46.814110  40.646986  91.596579     46.814110  59.685892
99.423293  70.023190  10.453487     70.023190  59.966657
14.861150  13.926650  42.271799     14.861150  23.686533
12.787327  75.134435  76.016406     75.134435  54.646056
15.888711  12.063339  5.390545     12.063339  11.114198
67.113941  57.308140  26.210315     57.308140  50.210799
20.787175  88.730677  94.378406     88.730677  67.965419
10.102959  83.078449  74.104235     74.104235  55.761881
23.875806  99.572240  34.833925     34.833925  52.760657
47.787205  4.279810  52.031815     47.787205  34.699610
82.720674  97.229396  28.232239     82.720674  69.394103
58.660055  38.228514  29.556790     38.228514  42.148453
29.531954  64.217972  14.854672     29.531954  36.201532
81.496752  75.507996  55.208481     75.507996  70.737743
9.037909  21.498430  1.835630     9.037909  10.790656
35.965217  93.090975  87.250242     87.250242  72.102145
24.330876  32.676837  33.297740     32.676837  30.101818
92.601317  25.943270  26.892675     26.892675  48.479087
57.466181  79.843657  13.253438     57.466181  50.187759
16.600910  9.521917  7.931391     9.521917  11.351406
21.972164  7.240820  79.978802     21.972164  36.397262
80.129793  41.801003  4.993524     41.801003  42.308107
53.253412  41.407510  48.307530     48.307530  47.656150
