98.176757  8.979415  60.715225     60.715225  55.957132
55.883447  23.401859  91.710698     91.710698  56.998668
29.101029  69.416309  96.447755     69.416309  64.988364
49.174280  37.795401  23.890598     23.890598  36.953426
73.818112  51.101137  34.520877     34.520877  53.146709
37.487557  31.063875  58.215559     58.215559  42.255664
43.164640  97.203268  76.857300     76.857300  72.408403
50.234891  42.633139  41.860743     41.860743  44.909591
48.885808  66.555664  21.076484     48.885808  45.505985
66.468295  76.943123  21.440007     66.468295  54.950475
